packet_row,pair_id,anchor,candidate,rating,near_duplicate,reason_code
131,m4-onibus-retorno-b-1,"No começo do ano, Peguei o ônibus de volta sem pressa e observei as luzes passando pela janela.","Meses depois, O trajeto conhecido me deu alguns minutos em que eu não precisava decidir nada.",,,
132,m4-mudanca-cidade-a-5,"Na semana passada, Andei por uma rua desconhecida e percebi que a nova cidade começava a parecer minha.","Pouco tempo depois, Uma música antiga tocou enquanto eu lavava a louça e interrompeu meus movimentos por um instante.",,,
133,m4-receita-avo-c-5,"Numa tarde de inverno, Tentei repetir uma receita da minha avó e percebi que as medidas nunca tinham sido escritas.","Quando a estação mudou, Deixei uma caixa da mudança fechada porque ainda não sabia onde colocar aquelas coisas.",,,
134,m4-mudanca-cidade-b-5,"No começo do ano, Andei por uma rua desconhecida e percebi que a nova cidade começava a parecer minha.","Meses depois, Uma música antiga tocou enquanto eu lavava a louça e interrompeu meus movimentos por um instante.",,,
135,m4-fotografia-caixa-a-1,"Na semana passada, Uma fotografia caiu de uma caixa e mostrou um rosto meu que eu quase não reconheci.","Pouco tempo depois, Demorei para aceitar que aquela expressão também tinha sido uma forma de estar no mundo.",,,
136,m4-mudanca-cidade-c-2,"Numa tarde de inverno, Andei por uma rua desconhecida e percebi que a nova cidade começava a parecer minha.","Quando a estação mudou, Caminhei por uma rua que não conhecia e senti que começava a pertencer à cidade nova.",,,
137,m4-trabalho-recusa-c-4,"Numa tarde de inverno, Recusei uma tarefa extra no trabalho e saí da conversa com as mãos tremendo.","Quando a estação mudou, Aceitei todas as tarefas extras e saí da conversa completamente tranquilo.",,,
138,m4-mudanca-cidade-b-4,"No começo do ano, Andei por uma rua desconhecida e percebi que a nova cidade começava a parecer minha.","Meses depois, Não saí de casa e a cidade continuou completamente estranha para mim.",,,
139,m4-livro-esquecido-b-4,"No começo do ano, Abri um livro esquecido na estante e encontrei uma anotação que eu já não lembrava.","Meses depois, Não abri nenhum livro e lembrava perfeitamente de todas as anotações guardadas.",,,
140,m4-livro-esquecido-c-1,"Numa tarde de inverno, Abri um livro esquecido na estante e encontrei uma anotação que eu já não lembrava.","Quando a estação mudou, Uma frase antiga na margem parecia ter esperado em silêncio até eu mudar de opinião.",,,
141,m4-onibus-retorno-b-4,"No começo do ano, Peguei o ônibus de volta sem pressa e observei as luzes passando pela janela.","Meses depois, Não entrei no ônibus, tive muita pressa e não olhei pela janela.",,,
142,m4-receita-avo-a-5,"Na semana passada, Tentei repetir uma receita da minha avó e percebi que as medidas nunca tinham sido escritas.","Pouco tempo depois, Deixei uma caixa da mudança fechada porque ainda não sabia onde colocar aquelas coisas.",,,
143,m4-casa-chuva-c-3,"Numa tarde de inverno, Voltei para casa debaixo de chuva e deixei o casaco secando perto da porta.","Quando a estação mudou, Consultei a previsão de chuva antes de escolher a tinta para a porta da casa.",,,
144,m4-musica-cozinha-c-5,"Numa tarde de inverno, Uma música antiga tocou enquanto eu lavava a louça e interrompeu meus movimentos por um instante.","Quando a estação mudou, A vizinha acenou da janela depois de meses em que apenas cruzávamos o corredor.",,,
145,m4-caixa-mudanca-a-1,"Na semana passada, Deixei uma caixa da mudança fechada porque ainda não sabia onde colocar aquelas coisas.","Pouco tempo depois, Nem tudo que veio comigo parecia pronto para ganhar lugar na casa nova.",,,
146,m4-receita-avo-b-5,"No começo do ano, Tentei repetir uma receita da minha avó e percebi que as medidas nunca tinham sido escritas.","Meses depois, Deixei uma caixa da mudança fechada porque ainda não sabia onde colocar aquelas coisas.",,,
147,m4-janela-vizinha-a-1,"Na semana passada, A vizinha acenou da janela depois de meses em que apenas cruzávamos o corredor.","Pouco tempo depois, Um gesto breve mudou a sensação de anonimato que o prédio tinha acumulado.",,,
148,m4-caixa-mudanca-b-2,"No começo do ano, Deixei uma caixa da mudança fechada porque ainda não sabia onde colocar aquelas coisas.","Meses depois, Mantive fechada uma caixa da mudança por não saber onde guardar seu conteúdo.",,,
149,m4-silencio-familia-b-1,"No começo do ano, Durante o almoço em família, uma pausa longa disse mais do que a conversa inteira.","Meses depois, Ninguém tocou no assunto, mas todos pareciam saber por que a mesa ficou quieta.",,,
150,m4-casa-chuva-c-1,"Numa tarde de inverno, Voltei para casa debaixo de chuva e deixei o casaco secando perto da porta.","Quando a estação mudou, O cheiro de terra molhada trouxe de volta a sensação de finalmente chegar a um lugar conhecido.",,,
151,m4-trabalho-recusa-c-3,"Numa tarde de inverno, Recusei uma tarefa extra no trabalho e saí da conversa com as mãos tremendo.","Quando a estação mudou, O sistema recusou uma tarefa porque a mesa de trabalho estava sem conexão.",,,
152,m4-cafe-manha-c-2,"Numa tarde de inverno, Fiz café cedo e fiquei alguns minutos acompanhando a claridade chegar à cozinha.","Quando a estação mudou, Preparei café de manhã e observei a luz entrar aos poucos na cozinha.",,,
153,m4-trabalho-recusa-a-4,"Na semana passada, Recusei uma tarefa extra no trabalho e saí da conversa com as mãos tremendo.","Pouco tempo depois, Aceitei todas as tarefas extras e saí da conversa completamente tranquilo.",,,
154,m4-fotografia-caixa-b-2,"No começo do ano, Uma fotografia caiu de uma caixa e mostrou um rosto meu que eu quase não reconheci.","Meses depois, Vi cair da caixa uma foto em que meu próprio rosto parecia quase desconhecido.",,,
155,m4-silencio-familia-b-2,"No começo do ano, Durante o almoço em família, uma pausa longa disse mais do que a conversa inteira.","Meses depois, No almoço com a família, um silêncio comprido falou mais que todas as frases.",,,
156,m4-chave-antiga-b-4,"No começo do ano, Encontrei uma chave antiga numa gaveta e não consegui lembrar qual porta ela abria.","Meses depois, Não encontrei chave alguma e sabia exatamente como abrir todas as portas.",,,
157,m4-amizade-distante-b-1,"No começo do ano, Recebi uma mensagem de uma amizade antiga e demorei muito antes de responder.","Meses depois, Reencontrar uma voz conhecida mostrou quanto espaço o silêncio tinha criado entre nós.",,,
158,m4-cafe-manha-b-3,"No começo do ano, Fiz café cedo e fiquei alguns minutos acompanhando a claridade chegar à cozinha.","Meses depois, Comparei a claridade de duas lâmpadas para fotografar uma xícara de café na cozinha.",,,
159,m4-fotografia-caixa-a-5,"Na semana passada, Uma fotografia caiu de uma caixa e mostrou um rosto meu que eu quase não reconheci.","Pouco tempo depois, Andei por uma rua desconhecida e percebi que a nova cidade começava a parecer minha.",,,
160,m4-planta-varanda-c-1,"Numa tarde de inverno, Notei uma folha nova na planta da varanda depois de semanas pensando que ela não resistiria.","Quando a estação mudou, Continuei regando sem sinal de mudança, até perceber que a espera também fazia parte do cuidado.",,,
161,m4-telefone-pai-a-3,"Na semana passada, Liguei para meu pai sem assunto específico e ficamos falando sobre coisas pequenas.","Pouco tempo depois, Meu pai comprou um telefone pequeno porque o aparelho anterior não resolvia chamadas.",,,
162,m4-janela-vizinha-c-5,"Numa tarde de inverno, A vizinha acenou da janela depois de meses em que apenas cruzávamos o corredor.","Quando a estação mudou, Durante o almoço em família, uma pausa longa disse mais do que a conversa inteira.",,,
163,m4-musica-cozinha-b-2,"No começo do ano, Uma música antiga tocou enquanto eu lavava a louça e interrompeu meus movimentos por um instante.","Meses depois, Parei por um momento ao ouvir uma canção antiga enquanto lavava a louça.",,,
164,m4-consulta-espera-b-1,"No começo do ano, Esperei por uma consulta olhando o relógio e tentando não imaginar respostas antes da hora.","Meses depois, Cada pessoa chamada pelo nome fazia a sala parecer mais vazia e a espera mais alta.",,,
165,m4-amizade-distante-c-3,"Numa tarde de inverno, Recebi uma mensagem de uma amizade antiga e demorei muito antes de responder.","Quando a estação mudou, O aplicativo demorou para enviar uma mensagem sobre uma promoção de amizade virtual.",,,
166,m4-janela-vizinha-c-2,"Numa tarde de inverno, A vizinha acenou da janela depois de meses em que apenas cruzávamos o corredor.","Quando a estação mudou, Após meses só passando pelo corredor, recebi um aceno da vizinha na janela.",,,
167,m4-caixa-mudanca-b-4,"No começo do ano, Deixei uma caixa da mudança fechada porque ainda não sabia onde colocar aquelas coisas.","Meses depois, Abri todas as caixas imediatamente e já conhecia o lugar exato de cada objeto.",,,
168,m4-cachorro-parque-a-5,"Na semana passada, Um cachorro desconhecido sentou ao meu lado no parque e ficou ali até eu levantar.","Pouco tempo depois, Fiz café cedo e fiquei alguns minutos acompanhando a claridade chegar à cozinha.",,,
169,m4-cachorro-parque-b-5,"No começo do ano, Um cachorro desconhecido sentou ao meu lado no parque e ficou ali até eu levantar.","Meses depois, Fiz café cedo e fiquei alguns minutos acompanhando a claridade chegar à cozinha.",,,
170,m4-casa-chuva-b-2,"No começo do ano, Voltei para casa debaixo de chuva e deixei o casaco secando perto da porta.","Meses depois, Cheguei em casa sob a chuva e pendurei o casaco molhado ao lado da porta.",,,
171,m4-silencio-familia-b-5,"No começo do ano, Durante o almoço em família, uma pausa longa disse mais do que a conversa inteira.","Meses depois, Esperei por uma consulta olhando o relógio e tentando não imaginar respostas antes da hora.",,,
172,m4-amizade-distante-a-1,"Na semana passada, Recebi uma mensagem de uma amizade antiga e demorei muito antes de responder.","Pouco tempo depois, Reencontrar uma voz conhecida mostrou quanto espaço o silêncio tinha criado entre nós.",,,
173,m4-chave-antiga-c-1,"Numa tarde de inverno, Encontrei uma chave antiga numa gaveta e não consegui lembrar qual porta ela abria.","Quando a estação mudou, Guardei o objeto outra vez porque descartar aquela dúvida pareceu mais difícil que mantê-la.",,,
174,m4-cachorro-parque-c-1,"Numa tarde de inverno, Um cachorro desconhecido sentou ao meu lado no parque e ficou ali até eu levantar.","Quando a estação mudou, Por alguns minutos, a companhia não exigiu apresentação, conversa ou promessa.",,,
175,m4-onibus-retorno-a-3,"Na semana passada, Peguei o ônibus de volta sem pressa e observei as luzes passando pela janela.","Pouco tempo depois, A empresa trocou as luzes internas e instalou janelas novas em todos os ônibus.",,,
176,m4-musica-cozinha-c-1,"Numa tarde de inverno, Uma música antiga tocou enquanto eu lavava a louça e interrompeu meus movimentos por um instante.","Quando a estação mudou, A melodia trouxe uma sala que já não existe para dentro daquela cozinha comum.",,,
177,m4-curso-desistencia-b-3,"No começo do ano, Fechei o material de um curso que eu já não queria terminar e senti alívio antes de culpa.","Meses depois, O material do curso explicava como medir culpa e alívio num exercício de vocabulário.",,,
178,m4-fotografia-caixa-b-1,"No começo do ano, Uma fotografia caiu de uma caixa e mostrou um rosto meu que eu quase não reconheci.","Meses depois, Demorei para aceitar que aquela expressão também tinha sido uma forma de estar no mundo.",,,
179,m4-telefone-pai-c-5,"Numa tarde de inverno, Liguei para meu pai sem assunto específico e ficamos falando sobre coisas pequenas.","Quando a estação mudou, Recebi uma mensagem de uma amizade antiga e demorei muito antes de responder.",,,
180,m4-onibus-retorno-b-2,"No começo do ano, Peguei o ônibus de volta sem pressa e observei as luzes passando pela janela.","Meses depois, Voltei devagar de ônibus, olhando as luzes correrem do outro lado da janela.",,,
181,m4-cachorro-parque-c-3,"Numa tarde de inverno, Um cachorro desconhecido sentou ao meu lado no parque e ficou ali até eu levantar.","Quando a estação mudou, O parque instalou uma placa ao lado do lugar reservado para cachorro desconhecido.",,,
182,m4-fotografia-caixa-b-5,"No começo do ano, Uma fotografia caiu de uma caixa e mostrou um rosto meu que eu quase não reconheci.","Meses depois, Andei por uma rua desconhecida e percebi que a nova cidade começava a parecer minha.",,,
183,m4-mudanca-cidade-c-1,"Numa tarde de inverno, Andei por uma rua desconhecida e percebi que a nova cidade começava a parecer minha.","Quando a estação mudou, Aprendi o caminho sem abrir o mapa e isso fez a mudança parecer menos provisória.",,,
184,m4-planta-varanda-a-2,"Na semana passada, Notei uma folha nova na planta da varanda depois de semanas pensando que ela não resistiria.","Pouco tempo depois, Depois de achar que a planta morreria, vi uma folha nova surgindo na varanda.",,,
185,m4-caixa-mudanca-c-3,"Numa tarde de inverno, Deixei uma caixa da mudança fechada porque ainda não sabia onde colocar aquelas coisas.","Quando a estação mudou, A transportadora indicou onde colocar a etiqueta na caixa usada durante a mudança.",,,
186,m4-chave-antiga-a-3,"Na semana passada, Encontrei uma chave antiga numa gaveta e não consegui lembrar qual porta ela abria.","Pouco tempo depois, A gaveta nova veio com uma chave e um manual para regular a abertura da porta.",,,
187,m4-silencio-familia-c-4,"Numa tarde de inverno, Durante o almoço em família, uma pausa longa disse mais do que a conversa inteira.","Quando a estação mudou, O almoço foi barulhento, sem pausa alguma, e ninguém ficou em silêncio.",,,
188,m4-mudanca-cidade-c-3,"Numa tarde de inverno, Andei por uma rua desconhecida e percebi que a nova cidade começava a parecer minha.","Quando a estação mudou, A prefeitura mudou o nome de uma rua no mapa oficial da cidade.",,,
189,m4-consulta-espera-b-2,"No começo do ano, Esperei por uma consulta olhando o relógio e tentando não imaginar respostas antes da hora.","Meses depois, Na espera da consulta, conferi o relógio e evitei antecipar qualquer resposta.",,,
190,m4-curso-desistencia-c-5,"Numa tarde de inverno, Fechei o material de um curso que eu já não queria terminar e senti alívio antes de culpa.","Quando a estação mudou, Peguei o ônibus de volta sem pressa e observei as luzes passando pela janela.",,,
191,m4-planta-varanda-b-3,"No começo do ano, Notei uma folha nova na planta da varanda depois de semanas pensando que ela não resistiria.","Meses depois, A loja recebeu uma planta de varanda com folhas impressas no catálogo da semana.",,,
192,m4-telefone-pai-c-2,"Numa tarde de inverno, Liguei para meu pai sem assunto específico e ficamos falando sobre coisas pequenas.","Quando a estação mudou, Telefonei para meu pai sem motivo definido e conversamos sobre detalhes comuns.",,,
193,m4-telefone-pai-c-1,"Numa tarde de inverno, Liguei para meu pai sem assunto específico e ficamos falando sobre coisas pequenas.","Quando a estação mudou, A conversa não resolveu nada, mas a voz do outro lado deixou o dia menos distante.",,,
194,m4-consulta-espera-c-5,"Numa tarde de inverno, Esperei por uma consulta olhando o relógio e tentando não imaginar respostas antes da hora.","Quando a estação mudou, Fechei o material de um curso que eu já não queria terminar e senti alívio antes de culpa.",,,
195,m4-amizade-distante-c-5,"Numa tarde de inverno, Recebi uma mensagem de uma amizade antiga e demorei muito antes de responder.","Quando a estação mudou, Notei uma folha nova na planta da varanda depois de semanas pensando que ela não resistiria.",,,
196,m4-trabalho-recusa-b-4,"No começo do ano, Recusei uma tarefa extra no trabalho e saí da conversa com as mãos tremendo.","Meses depois, Aceitei todas as tarefas extras e saí da conversa completamente tranquilo.",,,
197,m4-livro-esquecido-a-3,"Na semana passada, Abri um livro esquecido na estante e encontrei uma anotação que eu já não lembrava.","Pouco tempo depois, Organizei a estante por tamanho e anotei quantos livros ainda faltavam catalogar.",,,
198,m4-receita-avo-b-2,"No começo do ano, Tentei repetir uma receita da minha avó e percebi que as medidas nunca tinham sido escritas.","Meses depois, Refiz a receita da avó e descobri que ninguém havia registrado as quantidades.",,,
199,m4-casa-chuva-a-1,"Na semana passada, Voltei para casa debaixo de chuva e deixei o casaco secando perto da porta.","Pouco tempo depois, O cheiro de terra molhada trouxe de volta a sensação de finalmente chegar a um lugar conhecido.",,,
200,m4-musica-cozinha-b-4,"No começo do ano, Uma música antiga tocou enquanto eu lavava a louça e interrompeu meus movimentos por um instante.","Meses depois, Lavei tudo em silêncio e nenhuma música alterou o ritmo dos meus movimentos.",,,
201,m4-janela-vizinha-b-2,"No começo do ano, A vizinha acenou da janela depois de meses em que apenas cruzávamos o corredor.","Meses depois, Após meses só passando pelo corredor, recebi um aceno da vizinha na janela.",,,
202,m4-receita-avo-b-1,"No começo do ano, Tentei repetir uma receita da minha avó e percebi que as medidas nunca tinham sido escritas.","Meses depois, O sabor ficou diferente, mas o gesto de ajustar tudo aos poucos parecia familiar.",,,
203,m4-livro-esquecido-b-3,"No começo do ano, Abri um livro esquecido na estante e encontrei uma anotação que eu já não lembrava.","Meses depois, Organizei a estante por tamanho e anotei quantos livros ainda faltavam catalogar.",,,
204,m4-onibus-retorno-b-3,"No começo do ano, Peguei o ônibus de volta sem pressa e observei as luzes passando pela janela.","Meses depois, A empresa trocou as luzes internas e instalou janelas novas em todos os ônibus.",,,
205,m4-silencio-familia-a-3,"Na semana passada, Durante o almoço em família, uma pausa longa disse mais do que a conversa inteira.","Pouco tempo depois, Comprei uma mesa grande para reduzir o barulho durante o almoço da família.",,,
206,m4-chave-antiga-b-3,"No começo do ano, Encontrei uma chave antiga numa gaveta e não consegui lembrar qual porta ela abria.","Meses depois, A gaveta nova veio com uma chave e um manual para regular a abertura da porta.",,,
207,m4-consulta-espera-b-5,"No começo do ano, Esperei por uma consulta olhando o relógio e tentando não imaginar respostas antes da hora.","Meses depois, Fechei o material de um curso que eu já não queria terminar e senti alívio antes de culpa.",,,
208,m4-casa-chuva-c-4,"Numa tarde de inverno, Voltei para casa debaixo de chuva e deixei o casaco secando perto da porta.","Quando a estação mudou, Não choveu, não usei casaco e passei o dia inteiro longe de casa.",,,
209,m4-consulta-espera-b-4,"No começo do ano, Esperei por uma consulta olhando o relógio e tentando não imaginar respostas antes da hora.","Meses depois, Fui atendido sem esperar e inventei várias respostas muito antes de entrar.",,,
210,m4-silencio-familia-a-5,"Na semana passada, Durante o almoço em família, uma pausa longa disse mais do que a conversa inteira.","Pouco tempo depois, Esperei por uma consulta olhando o relógio e tentando não imaginar respostas antes da hora.",,,
211,m4-cafe-manha-b-5,"No começo do ano, Fiz café cedo e fiquei alguns minutos acompanhando a claridade chegar à cozinha.","Meses depois, Tentei repetir uma receita da minha avó e percebi que as medidas nunca tinham sido escritas.",,,
212,m4-curso-desistencia-c-4,"Numa tarde de inverno, Fechei o material de um curso que eu já não queria terminar e senti alívio antes de culpa.","Quando a estação mudou, Terminei o curso com entusiasmo e não senti alívio nem culpa ao fechar o material.",,,
213,m4-curso-desistencia-b-4,"No começo do ano, Fechei o material de um curso que eu já não queria terminar e senti alívio antes de culpa.","Meses depois, Terminei o curso com entusiasmo e não senti alívio nem culpa ao fechar o material.",,,
214,m4-planta-varanda-b-4,"No começo do ano, Notei uma folha nova na planta da varanda depois de semanas pensando que ela não resistiria.","Meses depois, Não apareceu folha nova e eu nunca pensei que a planta estivesse em risco.",,,
215,m4-caixa-mudanca-c-4,"Numa tarde de inverno, Deixei uma caixa da mudança fechada porque ainda não sabia onde colocar aquelas coisas.","Quando a estação mudou, Abri todas as caixas imediatamente e já conhecia o lugar exato de cada objeto.",,,
216,m4-silencio-familia-c-5,"Numa tarde de inverno, Durante o almoço em família, uma pausa longa disse mais do que a conversa inteira.","Quando a estação mudou, Esperei por uma consulta olhando o relógio e tentando não imaginar respostas antes da hora.",,,
217,m4-casa-chuva-c-5,"Numa tarde de inverno, Voltei para casa debaixo de chuva e deixei o casaco secando perto da porta.","Quando a estação mudou, Recusei uma tarefa extra no trabalho e saí da conversa com as mãos tremendo.",,,
218,m4-curso-desistencia-c-1,"Numa tarde de inverno, Fechei o material de um curso que eu já não queria terminar e senti alívio antes de culpa.","Quando a estação mudou, Deixar uma escolha incompleta abriu um espaço que eu vinha tentando preencher por obrigação.",,,
219,m4-trabalho-recusa-c-5,"Numa tarde de inverno, Recusei uma tarefa extra no trabalho e saí da conversa com as mãos tremendo.","Quando a estação mudou, Liguei para meu pai sem assunto específico e ficamos falando sobre coisas pequenas.",,,
220,m4-amizade-distante-b-5,"No começo do ano, Recebi uma mensagem de uma amizade antiga e demorei muito antes de responder.","Meses depois, Notei uma folha nova na planta da varanda depois de semanas pensando que ela não resistiria.",,,
221,m4-planta-varanda-a-5,"Na semana passada, Notei uma folha nova na planta da varanda depois de semanas pensando que ela não resistiria.","Pouco tempo depois, Uma fotografia caiu de uma caixa e mostrou um rosto meu que eu quase não reconheci.",,,
222,m4-musica-cozinha-c-2,"Numa tarde de inverno, Uma música antiga tocou enquanto eu lavava a louça e interrompeu meus movimentos por um instante.","Quando a estação mudou, Parei por um momento ao ouvir uma canção antiga enquanto lavava a louça.",,,
223,m4-curso-desistencia-a-5,"Na semana passada, Fechei o material de um curso que eu já não queria terminar e senti alívio antes de culpa.","Pouco tempo depois, Peguei o ônibus de volta sem pressa e observei as luzes passando pela janela.",,,
224,m4-caixa-mudanca-c-2,"Numa tarde de inverno, Deixei uma caixa da mudança fechada porque ainda não sabia onde colocar aquelas coisas.","Quando a estação mudou, Mantive fechada uma caixa da mudança por não saber onde guardar seu conteúdo.",,,
225,m4-cachorro-parque-a-3,"Na semana passada, Um cachorro desconhecido sentou ao meu lado no parque e ficou ali até eu levantar.","Pouco tempo depois, O parque instalou uma placa ao lado do lugar reservado para cachorro desconhecido.",,,
226,m4-cafe-manha-c-5,"Numa tarde de inverno, Fiz café cedo e fiquei alguns minutos acompanhando a claridade chegar à cozinha.","Quando a estação mudou, Tentei repetir uma receita da minha avó e percebi que as medidas nunca tinham sido escritas.",,,
227,m4-musica-cozinha-c-3,"Numa tarde de inverno, Uma música antiga tocou enquanto eu lavava a louça e interrompeu meus movimentos por um instante.","Quando a estação mudou, Troquei a música do anúncio de detergente exibido na televisão da cozinha.",,,
228,m4-telefone-pai-b-4,"No começo do ano, Liguei para meu pai sem assunto específico e ficamos falando sobre coisas pequenas.","Meses depois, Não fiz ligação e passei o dia evitando qualquer conversa com meu pai.",,,
229,m4-fotografia-caixa-a-2,"Na semana passada, Uma fotografia caiu de uma caixa e mostrou um rosto meu que eu quase não reconheci.","Pouco tempo depois, Vi cair da caixa uma foto em que meu próprio rosto parecia quase desconhecido.",,,
230,m4-cafe-manha-b-4,"No começo do ano, Fiz café cedo e fiquei alguns minutos acompanhando a claridade chegar à cozinha.","Meses depois, Acordei tarde, não fiz café e mantive a cozinha completamente escura.",,,
231,m4-onibus-retorno-c-4,"Numa tarde de inverno, Peguei o ônibus de volta sem pressa e observei as luzes passando pela janela.","Quando a estação mudou, Não entrei no ônibus, tive muita pressa e não olhei pela janela.",,,
232,m4-caixa-mudanca-a-4,"Na semana passada, Deixei uma caixa da mudança fechada porque ainda não sabia onde colocar aquelas coisas.","Pouco tempo depois, Abri todas as caixas imediatamente e já conhecia o lugar exato de cada objeto.",,,
233,m4-receita-avo-c-2,"Numa tarde de inverno, Tentei repetir uma receita da minha avó e percebi que as medidas nunca tinham sido escritas.","Quando a estação mudou, Refiz a receita da avó e descobri que ninguém havia registrado as quantidades.",,,
234,m4-fotografia-caixa-c-2,"Numa tarde de inverno, Uma fotografia caiu de uma caixa e mostrou um rosto meu que eu quase não reconheci.","Quando a estação mudou, Vi cair da caixa uma foto em que meu próprio rosto parecia quase desconhecido.",,,
235,m4-silencio-familia-a-2,"Na semana passada, Durante o almoço em família, uma pausa longa disse mais do que a conversa inteira.","Pouco tempo depois, No almoço com a família, um silêncio comprido falou mais que todas as frases.",,,
236,m4-caixa-mudanca-a-2,"Na semana passada, Deixei uma caixa da mudança fechada porque ainda não sabia onde colocar aquelas coisas.","Pouco tempo depois, Mantive fechada uma caixa da mudança por não saber onde guardar seu conteúdo.",,,
237,m4-onibus-retorno-a-4,"Na semana passada, Peguei o ônibus de volta sem pressa e observei as luzes passando pela janela.","Pouco tempo depois, Não entrei no ônibus, tive muita pressa e não olhei pela janela.",,,
238,m4-livro-esquecido-c-3,"Numa tarde de inverno, Abri um livro esquecido na estante e encontrei uma anotação que eu já não lembrava.","Quando a estação mudou, Organizei a estante por tamanho e anotei quantos livros ainda faltavam catalogar.",,,
239,m4-janela-vizinha-a-3,"Na semana passada, A vizinha acenou da janela depois de meses em que apenas cruzávamos o corredor.","Pouco tempo depois, O corredor recebeu uma janela nova conforme o pedido técnico da vizinha.",,,
240,m4-praia-inverno-a-2,"Na semana passada, Caminhei pela praia vazia no frio e ouvi meus passos com uma nitidez incomum.","Pouco tempo depois, Andei na praia deserta durante o frio e escutei claramente cada passo.",,,
241,m4-musica-cozinha-b-1,"No começo do ano, Uma música antiga tocou enquanto eu lavava a louça e interrompeu meus movimentos por um instante.","Meses depois, A melodia trouxe uma sala que já não existe para dentro daquela cozinha comum.",,,
242,m4-planta-varanda-b-2,"No começo do ano, Notei uma folha nova na planta da varanda depois de semanas pensando que ela não resistiria.","Meses depois, Depois de achar que a planta morreria, vi uma folha nova surgindo na varanda.",,,
243,m4-telefone-pai-b-5,"No começo do ano, Liguei para meu pai sem assunto específico e ficamos falando sobre coisas pequenas.","Meses depois, Recebi uma mensagem de uma amizade antiga e demorei muito antes de responder.",,,
244,m4-amizade-distante-b-4,"No começo do ano, Recebi uma mensagem de uma amizade antiga e demorei muito antes de responder.","Meses depois, Não recebi mensagem alguma e respondi imediatamente a todas as conversas novas.",,,
245,m4-cafe-manha-a-2,"Na semana passada, Fiz café cedo e fiquei alguns minutos acompanhando a claridade chegar à cozinha.","Pouco tempo depois, Preparei café de manhã e observei a luz entrar aos poucos na cozinha.",,,
246,m4-amizade-distante-a-4,"Na semana passada, Recebi uma mensagem de uma amizade antiga e demorei muito antes de responder.","Pouco tempo depois, Não recebi mensagem alguma e respondi imediatamente a todas as conversas novas.",,,
247,m4-planta-varanda-b-1,"No começo do ano, Notei uma folha nova na planta da varanda depois de semanas pensando que ela não resistiria.","Meses depois, Continuei regando sem sinal de mudança, até perceber que a espera também fazia parte do cuidado.",,,
248,m4-praia-inverno-a-1,"Na semana passada, Caminhei pela praia vazia no frio e ouvi meus passos com uma nitidez incomum.","Pouco tempo depois, Sem o movimento do verão, aquele lugar conhecido parecia ter guardado outra voz.",,,
249,m4-onibus-retorno-a-1,"Na semana passada, Peguei o ônibus de volta sem pressa e observei as luzes passando pela janela.","Pouco tempo depois, O trajeto conhecido me deu alguns minutos em que eu não precisava decidir nada.",,,
250,m4-mudanca-cidade-a-4,"Na semana passada, Andei por uma rua desconhecida e percebi que a nova cidade começava a parecer minha.","Pouco tempo depois, Não saí de casa e a cidade continuou completamente estranha para mim.",,,
251,m4-receita-avo-a-1,"Na semana passada, Tentei repetir uma receita da minha avó e percebi que as medidas nunca tinham sido escritas.","Pouco tempo depois, O sabor ficou diferente, mas o gesto de ajustar tudo aos poucos parecia familiar.",,,
252,m4-cafe-manha-b-1,"No começo do ano, Fiz café cedo e fiquei alguns minutos acompanhando a claridade chegar à cozinha.","Meses depois, Antes das outras pessoas acordarem, a casa pareceu oferecer um intervalo só meu.",,,
253,m4-chave-antiga-a-4,"Na semana passada, Encontrei uma chave antiga numa gaveta e não consegui lembrar qual porta ela abria.","Pouco tempo depois, Não encontrei chave alguma e sabia exatamente como abrir todas as portas.",,,
254,m4-amizade-distante-a-3,"Na semana passada, Recebi uma mensagem de uma amizade antiga e demorei muito antes de responder.","Pouco tempo depois, O aplicativo demorou para enviar uma mensagem sobre uma promoção de amizade virtual.",,,
255,m4-janela-vizinha-a-2,"Na semana passada, A vizinha acenou da janela depois de meses em que apenas cruzávamos o corredor.","Pouco tempo depois, Após meses só passando pelo corredor, recebi um aceno da vizinha na janela.",,,
256,m4-caixa-mudanca-a-3,"Na semana passada, Deixei uma caixa da mudança fechada porque ainda não sabia onde colocar aquelas coisas.","Pouco tempo depois, A transportadora indicou onde colocar a etiqueta na caixa usada durante a mudança.",,,
257,m4-trabalho-recusa-b-3,"No começo do ano, Recusei uma tarefa extra no trabalho e saí da conversa com as mãos tremendo.","Meses depois, O sistema recusou uma tarefa porque a mesa de trabalho estava sem conexão.",,,
258,m4-receita-avo-a-2,"Na semana passada, Tentei repetir uma receita da minha avó e percebi que as medidas nunca tinham sido escritas.","Pouco tempo depois, Refiz a receita da avó e descobri que ninguém havia registrado as quantidades.",,,
259,m4-cafe-manha-c-1,"Numa tarde de inverno, Fiz café cedo e fiquei alguns minutos acompanhando a claridade chegar à cozinha.","Quando a estação mudou, Antes das outras pessoas acordarem, a casa pareceu oferecer um intervalo só meu.",,,
260,m4-cachorro-parque-a-4,"Na semana passada, Um cachorro desconhecido sentou ao meu lado no parque e ficou ali até eu levantar.","Pouco tempo depois, Não havia cachorro no parque e passei o tempo inteiro caminhando sem sentar.",,,
261,m4-janela-vizinha-b-5,"No começo do ano, A vizinha acenou da janela depois de meses em que apenas cruzávamos o corredor.","Meses depois, Durante o almoço em família, uma pausa longa disse mais do que a conversa inteira.",,,
