packet_row,pair_id,anchor,candidate,rating,near_duplicate,reason_code
132,m4-mudanca-cidade-b-3,"No começo do ano, Andei por uma rua desconhecida e percebi que a nova cidade começava a parecer minha.","Meses depois, A prefeitura mudou o nome de uma rua no mapa oficial da cidade.",,,
133,m4-fotografia-caixa-c-2,"Numa tarde de inverno, Uma fotografia caiu de uma caixa e mostrou um rosto meu que eu quase não reconheci.","Quando a estação mudou, Vi cair da caixa uma foto em que meu próprio rosto parecia quase desconhecido.",,,
134,m4-silencio-familia-c-2,"Numa tarde de inverno, Durante o almoço em família, uma pausa longa disse mais do que a conversa inteira.","Quando a estação mudou, No almoço com a família, um silêncio comprido falou mais que todas as frases.",,,
135,m4-telefone-pai-b-5,"No começo do ano, Liguei para meu pai sem assunto específico e ficamos falando sobre coisas pequenas.","Meses depois, Recebi uma mensagem de uma amizade antiga e demorei muito antes de responder.",,,
136,m4-livro-esquecido-b-5,"No começo do ano, Abri um livro esquecido na estante e encontrei uma anotação que eu já não lembrava.","Meses depois, Encontrei uma chave antiga numa gaveta e não consegui lembrar qual porta ela abria.",,,
137,m4-casa-chuva-a-4,"Na semana passada, Voltei para casa debaixo de chuva e deixei o casaco secando perto da porta.","Pouco tempo depois, Não choveu, não usei casaco e passei o dia inteiro longe de casa.",,,
138,m4-cachorro-parque-c-3,"Numa tarde de inverno, Um cachorro desconhecido sentou ao meu lado no parque e ficou ali até eu levantar.","Quando a estação mudou, O parque instalou uma placa ao lado do lugar reservado para cachorro desconhecido.",,,
139,m4-cachorro-parque-b-3,"No começo do ano, Um cachorro desconhecido sentou ao meu lado no parque e ficou ali até eu levantar.","Meses depois, O parque instalou uma placa ao lado do lugar reservado para cachorro desconhecido.",,,
140,m4-planta-varanda-c-2,"Numa tarde de inverno, Notei uma folha nova na planta da varanda depois de semanas pensando que ela não resistiria.","Quando a estação mudou, Depois de achar que a planta morreria, vi uma folha nova surgindo na varanda.",,,
141,m4-silencio-familia-b-4,"No começo do ano, Durante o almoço em família, uma pausa longa disse mais do que a conversa inteira.","Meses depois, O almoço foi barulhento, sem pausa alguma, e ninguém ficou em silêncio.",,,
142,m4-silencio-familia-c-1,"Numa tarde de inverno, Durante o almoço em família, uma pausa longa disse mais do que a conversa inteira.","Quando a estação mudou, Ninguém tocou no assunto, mas todos pareciam saber por que a mesa ficou quieta.",,,
143,m4-musica-cozinha-c-3,"Numa tarde de inverno, Uma música antiga tocou enquanto eu lavava a louça e interrompeu meus movimentos por um instante.","Quando a estação mudou, Troquei a música do anúncio de detergente exibido na televisão da cozinha.",,,
144,m4-silencio-familia-c-3,"Numa tarde de inverno, Durante o almoço em família, uma pausa longa disse mais do que a conversa inteira.","Quando a estação mudou, Comprei uma mesa grande para reduzir o barulho durante o almoço da família.",,,
145,m4-receita-avo-c-3,"Numa tarde de inverno, Tentei repetir uma receita da minha avó e percebi que as medidas nunca tinham sido escritas.","Quando a estação mudou, Escrevi as medidas do armário onde guardo o caderno de receitas da minha avó.",,,
146,m4-livro-esquecido-b-4,"No começo do ano, Abri um livro esquecido na estante e encontrei uma anotação que eu já não lembrava.","Meses depois, Não abri nenhum livro e lembrava perfeitamente de todas as anotações guardadas.",,,
147,m4-mudanca-cidade-c-5,"Numa tarde de inverno, Andei por uma rua desconhecida e percebi que a nova cidade começava a parecer minha.","Quando a estação mudou, Uma música antiga tocou enquanto eu lavava a louça e interrompeu meus movimentos por um instante.",,,
148,m4-musica-cozinha-a-4,"Na semana passada, Uma música antiga tocou enquanto eu lavava a louça e interrompeu meus movimentos por um instante.","Pouco tempo depois, Lavei tudo em silêncio e nenhuma música alterou o ritmo dos meus movimentos.",,,
149,m4-curso-desistencia-a-2,"Na semana passada, Fechei o material de um curso que eu já não queria terminar e senti alívio antes de culpa.","Pouco tempo depois, Abandonei o curso que não desejava concluir e o alívio chegou antes da culpa.",,,
150,m4-curso-desistencia-b-3,"No começo do ano, Fechei o material de um curso que eu já não queria terminar e senti alívio antes de culpa.","Meses depois, O material do curso explicava como medir culpa e alívio num exercício de vocabulário.",,,
151,m4-caixa-mudanca-a-1,"Na semana passada, Deixei uma caixa da mudança fechada porque ainda não sabia onde colocar aquelas coisas.","Pouco tempo depois, Nem tudo que veio comigo parecia pronto para ganhar lugar na casa nova.",,,
152,m4-cafe-manha-c-5,"Numa tarde de inverno, Fiz café cedo e fiquei alguns minutos acompanhando a claridade chegar à cozinha.","Quando a estação mudou, Tentei repetir uma receita da minha avó e percebi que as medidas nunca tinham sido escritas.",,,
153,m4-mudanca-cidade-a-3,"Na semana passada, Andei por uma rua desconhecida e percebi que a nova cidade começava a parecer minha.","Pouco tempo depois, A prefeitura mudou o nome de uma rua no mapa oficial da cidade.",,,
154,m4-chave-antiga-c-2,"Numa tarde de inverno, Encontrei uma chave antiga numa gaveta e não consegui lembrar qual porta ela abria.","Quando a estação mudou, Achei numa gaveta uma chave velha e não recordei a porta correspondente.",,,
155,m4-mudanca-cidade-b-5,"No começo do ano, Andei por uma rua desconhecida e percebi que a nova cidade começava a parecer minha.","Meses depois, Uma música antiga tocou enquanto eu lavava a louça e interrompeu meus movimentos por um instante.",,,
156,m4-livro-esquecido-c-5,"Numa tarde de inverno, Abri um livro esquecido na estante e encontrei uma anotação que eu já não lembrava.","Quando a estação mudou, Encontrei uma chave antiga numa gaveta e não consegui lembrar qual porta ela abria.",,,
157,m4-silencio-familia-b-1,"No começo do ano, Durante o almoço em família, uma pausa longa disse mais do que a conversa inteira.","Meses depois, Ninguém tocou no assunto, mas todos pareciam saber por que a mesa ficou quieta.",,,
158,m4-telefone-pai-b-1,"No começo do ano, Liguei para meu pai sem assunto específico e ficamos falando sobre coisas pequenas.","Meses depois, A conversa não resolveu nada, mas a voz do outro lado deixou o dia menos distante.",,,
159,m4-silencio-familia-a-4,"Na semana passada, Durante o almoço em família, uma pausa longa disse mais do que a conversa inteira.","Pouco tempo depois, O almoço foi barulhento, sem pausa alguma, e ninguém ficou em silêncio.",,,
160,m4-casa-chuva-c-4,"Numa tarde de inverno, Voltei para casa debaixo de chuva e deixei o casaco secando perto da porta.","Quando a estação mudou, Não choveu, não usei casaco e passei o dia inteiro longe de casa.",,,
161,m4-amizade-distante-c-1,"Numa tarde de inverno, Recebi uma mensagem de uma amizade antiga e demorei muito antes de responder.","Quando a estação mudou, Reencontrar uma voz conhecida mostrou quanto espaço o silêncio tinha criado entre nós.",,,
162,m4-cachorro-parque-a-4,"Na semana passada, Um cachorro desconhecido sentou ao meu lado no parque e ficou ali até eu levantar.","Pouco tempo depois, Não havia cachorro no parque e passei o tempo inteiro caminhando sem sentar.",,,
163,m4-amizade-distante-a-2,"Na semana passada, Recebi uma mensagem de uma amizade antiga e demorei muito antes de responder.","Pouco tempo depois, Uma pessoa amiga de muitos anos escreveu, e eu hesitei bastante antes de responder.",,,
164,m4-receita-avo-c-5,"Numa tarde de inverno, Tentei repetir uma receita da minha avó e percebi que as medidas nunca tinham sido escritas.","Quando a estação mudou, Deixei uma caixa da mudança fechada porque ainda não sabia onde colocar aquelas coisas.",,,
165,m4-curso-desistencia-b-1,"No começo do ano, Fechei o material de um curso que eu já não queria terminar e senti alívio antes de culpa.","Meses depois, Deixar uma escolha incompleta abriu um espaço que eu vinha tentando preencher por obrigação.",,,
166,m4-trabalho-recusa-c-5,"Numa tarde de inverno, Recusei uma tarefa extra no trabalho e saí da conversa com as mãos tremendo.","Quando a estação mudou, Liguei para meu pai sem assunto específico e ficamos falando sobre coisas pequenas.",,,
167,m4-curso-desistencia-c-1,"Numa tarde de inverno, Fechei o material de um curso que eu já não queria terminar e senti alívio antes de culpa.","Quando a estação mudou, Deixar uma escolha incompleta abriu um espaço que eu vinha tentando preencher por obrigação.",,,
168,m4-amizade-distante-c-2,"Numa tarde de inverno, Recebi uma mensagem de uma amizade antiga e demorei muito antes de responder.","Quando a estação mudou, Uma pessoa amiga de muitos anos escreveu, e eu hesitei bastante antes de responder.",,,
169,m4-janela-vizinha-a-4,"Na semana passada, A vizinha acenou da janela depois de meses em que apenas cruzávamos o corredor.","Pouco tempo depois, A vizinha não acenou e nunca havíamos nos cruzado no corredor.",,,
170,m4-mudanca-cidade-c-1,"Numa tarde de inverno, Andei por uma rua desconhecida e percebi que a nova cidade começava a parecer minha.","Quando a estação mudou, Aprendi o caminho sem abrir o mapa e isso fez a mudança parecer menos provisória.",,,
171,m4-receita-avo-c-1,"Numa tarde de inverno, Tentei repetir uma receita da minha avó e percebi que as medidas nunca tinham sido escritas.","Quando a estação mudou, O sabor ficou diferente, mas o gesto de ajustar tudo aos poucos parecia familiar.",,,
172,m4-casa-chuva-a-3,"Na semana passada, Voltei para casa debaixo de chuva e deixei o casaco secando perto da porta.","Pouco tempo depois, Consultei a previsão de chuva antes de escolher a tinta para a porta da casa.",,,
173,m4-planta-varanda-a-3,"Na semana passada, Notei uma folha nova na planta da varanda depois de semanas pensando que ela não resistiria.","Pouco tempo depois, A loja recebeu uma planta de varanda com folhas impressas no catálogo da semana.",,,
174,m4-caixa-mudanca-b-1,"No começo do ano, Deixei uma caixa da mudança fechada porque ainda não sabia onde colocar aquelas coisas.","Meses depois, Nem tudo que veio comigo parecia pronto para ganhar lugar na casa nova.",,,
175,m4-consulta-espera-a-5,"Na semana passada, Esperei por uma consulta olhando o relógio e tentando não imaginar respostas antes da hora.","Pouco tempo depois, Fechei o material de um curso que eu já não queria terminar e senti alívio antes de culpa.",,,
176,m4-caixa-mudanca-b-3,"No começo do ano, Deixei uma caixa da mudança fechada porque ainda não sabia onde colocar aquelas coisas.","Meses depois, A transportadora indicou onde colocar a etiqueta na caixa usada durante a mudança.",,,
177,m4-telefone-pai-c-3,"Numa tarde de inverno, Liguei para meu pai sem assunto específico e ficamos falando sobre coisas pequenas.","Quando a estação mudou, Meu pai comprou um telefone pequeno porque o aparelho anterior não resolvia chamadas.",,,
178,m4-janela-vizinha-c-1,"Numa tarde de inverno, A vizinha acenou da janela depois de meses em que apenas cruzávamos o corredor.","Quando a estação mudou, Um gesto breve mudou a sensação de anonimato que o prédio tinha acumulado.",,,
179,m4-fotografia-caixa-a-2,"Na semana passada, Uma fotografia caiu de uma caixa e mostrou um rosto meu que eu quase não reconheci.","Pouco tempo depois, Vi cair da caixa uma foto em que meu próprio rosto parecia quase desconhecido.",,,
180,m4-fotografia-caixa-a-1,"Na semana passada, Uma fotografia caiu de uma caixa e mostrou um rosto meu que eu quase não reconheci.","Pouco tempo depois, Demorei para aceitar que aquela expressão também tinha sido uma forma de estar no mundo.",,,
181,m4-livro-esquecido-c-1,"Numa tarde de inverno, Abri um livro esquecido na estante e encontrei uma anotação que eu já não lembrava.","Quando a estação mudou, Uma frase antiga na margem parecia ter esperado em silêncio até eu mudar de opinião.",,,
182,m4-casa-chuva-c-3,"Numa tarde de inverno, Voltei para casa debaixo de chuva e deixei o casaco secando perto da porta.","Quando a estação mudou, Consultei a previsão de chuva antes de escolher a tinta para a porta da casa.",,,
183,m4-caixa-mudanca-c-3,"Numa tarde de inverno, Deixei uma caixa da mudança fechada porque ainda não sabia onde colocar aquelas coisas.","Quando a estação mudou, A transportadora indicou onde colocar a etiqueta na caixa usada durante a mudança.",,,
184,m4-fotografia-caixa-c-3,"Numa tarde de inverno, Uma fotografia caiu de uma caixa e mostrou um rosto meu que eu quase não reconheci.","Quando a estação mudou, A caixa da câmera reconheceu automaticamente um rosto para ajustar a fotografia.",,,
185,m4-janela-vizinha-a-5,"Na semana passada, A vizinha acenou da janela depois de meses em que apenas cruzávamos o corredor.","Pouco tempo depois, Durante o almoço em família, uma pausa longa disse mais do que a conversa inteira.",,,
186,m4-consulta-espera-b-5,"No começo do ano, Esperei por uma consulta olhando o relógio e tentando não imaginar respostas antes da hora.","Meses depois, Fechei o material de um curso que eu já não queria terminar e senti alívio antes de culpa.",,,
187,m4-chave-antiga-a-4,"Na semana passada, Encontrei uma chave antiga numa gaveta e não consegui lembrar qual porta ela abria.","Pouco tempo depois, Não encontrei chave alguma e sabia exatamente como abrir todas as portas.",,,
188,m4-caixa-mudanca-c-5,"Numa tarde de inverno, Deixei uma caixa da mudança fechada porque ainda não sabia onde colocar aquelas coisas.","Quando a estação mudou, Abri um livro esquecido na estante e encontrei uma anotação que eu já não lembrava.",,,
189,m4-casa-chuva-a-1,"Na semana passada, Voltei para casa debaixo de chuva e deixei o casaco secando perto da porta.","Pouco tempo depois, O cheiro de terra molhada trouxe de volta a sensação de finalmente chegar a um lugar conhecido.",,,
190,m4-onibus-retorno-b-2,"No começo do ano, Peguei o ônibus de volta sem pressa e observei as luzes passando pela janela.","Meses depois, Voltei devagar de ônibus, olhando as luzes correrem do outro lado da janela.",,,
191,m4-trabalho-recusa-b-4,"No começo do ano, Recusei uma tarefa extra no trabalho e saí da conversa com as mãos tremendo.","Meses depois, Aceitei todas as tarefas extras e saí da conversa completamente tranquilo.",,,
192,m4-cachorro-parque-c-2,"Numa tarde de inverno, Um cachorro desconhecido sentou ao meu lado no parque e ficou ali até eu levantar.","Quando a estação mudou, No parque, um cachorro que eu não conhecia permaneceu ao meu lado até minha saída.",,,
193,m4-praia-inverno-a-5,"Na semana passada, Caminhei pela praia vazia no frio e ouvi meus passos com uma nitidez incomum.","Pouco tempo depois, Um cachorro desconhecido sentou ao meu lado no parque e ficou ali até eu levantar.",,,
194,m4-trabalho-recusa-b-3,"No começo do ano, Recusei uma tarefa extra no trabalho e saí da conversa com as mãos tremendo.","Meses depois, O sistema recusou uma tarefa porque a mesa de trabalho estava sem conexão.",,,
195,m4-consulta-espera-c-5,"Numa tarde de inverno, Esperei por uma consulta olhando o relógio e tentando não imaginar respostas antes da hora.","Quando a estação mudou, Fechei o material de um curso que eu já não queria terminar e senti alívio antes de culpa.",,,
196,m4-trabalho-recusa-c-4,"Numa tarde de inverno, Recusei uma tarefa extra no trabalho e saí da conversa com as mãos tremendo.","Quando a estação mudou, Aceitei todas as tarefas extras e saí da conversa completamente tranquilo.",,,
197,m4-receita-avo-b-2,"No começo do ano, Tentei repetir uma receita da minha avó e percebi que as medidas nunca tinham sido escritas.","Meses depois, Refiz a receita da avó e descobri que ninguém havia registrado as quantidades.",,,
198,m4-janela-vizinha-a-2,"Na semana passada, A vizinha acenou da janela depois de meses em que apenas cruzávamos o corredor.","Pouco tempo depois, Após meses só passando pelo corredor, recebi um aceno da vizinha na janela.",,,
199,m4-janela-vizinha-c-5,"Numa tarde de inverno, A vizinha acenou da janela depois de meses em que apenas cruzávamos o corredor.","Quando a estação mudou, Durante o almoço em família, uma pausa longa disse mais do que a conversa inteira.",,,
200,m4-praia-inverno-b-4,"No começo do ano, Caminhei pela praia vazia no frio e ouvi meus passos com uma nitidez incomum.","Meses depois, A praia estava lotada, fazia calor e não consegui ouvir meus próprios passos.",,,
201,m4-chave-antiga-c-3,"Numa tarde de inverno, Encontrei uma chave antiga numa gaveta e não consegui lembrar qual porta ela abria.","Quando a estação mudou, A gaveta nova veio com uma chave e um manual para regular a abertura da porta.",,,
202,m4-onibus-retorno-c-4,"Numa tarde de inverno, Peguei o ônibus de volta sem pressa e observei as luzes passando pela janela.","Quando a estação mudou, Não entrei no ônibus, tive muita pressa e não olhei pela janela.",,,
203,m4-fotografia-caixa-a-5,"Na semana passada, Uma fotografia caiu de uma caixa e mostrou um rosto meu que eu quase não reconheci.","Pouco tempo depois, Andei por uma rua desconhecida e percebi que a nova cidade começava a parecer minha.",,,
204,m4-planta-varanda-b-2,"No começo do ano, Notei uma folha nova na planta da varanda depois de semanas pensando que ela não resistiria.","Meses depois, Depois de achar que a planta morreria, vi uma folha nova surgindo na varanda.",,,
205,m4-praia-inverno-b-3,"No começo do ano, Caminhei pela praia vazia no frio e ouvi meus passos com uma nitidez incomum.","Meses depois, O relatório mediu a nitidez do áudio de passos usado numa campanha da praia de inverno.",,,
206,m4-planta-varanda-a-5,"Na semana passada, Notei uma folha nova na planta da varanda depois de semanas pensando que ela não resistiria.","Pouco tempo depois, Uma fotografia caiu de uma caixa e mostrou um rosto meu que eu quase não reconheci.",,,
207,m4-amizade-distante-a-3,"Na semana passada, Recebi uma mensagem de uma amizade antiga e demorei muito antes de responder.","Pouco tempo depois, O aplicativo demorou para enviar uma mensagem sobre uma promoção de amizade virtual.",,,
208,m4-livro-esquecido-a-4,"Na semana passada, Abri um livro esquecido na estante e encontrei uma anotação que eu já não lembrava.","Pouco tempo depois, Não abri nenhum livro e lembrava perfeitamente de todas as anotações guardadas.",,,
209,m4-silencio-familia-a-1,"Na semana passada, Durante o almoço em família, uma pausa longa disse mais do que a conversa inteira.","Pouco tempo depois, Ninguém tocou no assunto, mas todos pareciam saber por que a mesa ficou quieta.",,,
210,m4-cafe-manha-a-4,"Na semana passada, Fiz café cedo e fiquei alguns minutos acompanhando a claridade chegar à cozinha.","Pouco tempo depois, Acordei tarde, não fiz café e mantive a cozinha completamente escura.",,,
211,m4-consulta-espera-c-2,"Numa tarde de inverno, Esperei por uma consulta olhando o relógio e tentando não imaginar respostas antes da hora.","Quando a estação mudou, Na espera da consulta, conferi o relógio e evitei antecipar qualquer resposta.",,,
212,m4-casa-chuva-b-5,"No começo do ano, Voltei para casa debaixo de chuva e deixei o casaco secando perto da porta.","Meses depois, Recusei uma tarefa extra no trabalho e saí da conversa com as mãos tremendo.",,,
213,m4-fotografia-caixa-c-5,"Numa tarde de inverno, Uma fotografia caiu de uma caixa e mostrou um rosto meu que eu quase não reconheci.","Quando a estação mudou, Andei por uma rua desconhecida e percebi que a nova cidade começava a parecer minha.",,,
214,m4-receita-avo-a-5,"Na semana passada, Tentei repetir uma receita da minha avó e percebi que as medidas nunca tinham sido escritas.","Pouco tempo depois, Deixei uma caixa da mudança fechada porque ainda não sabia onde colocar aquelas coisas.",,,
215,m4-amizade-distante-c-5,"Numa tarde de inverno, Recebi uma mensagem de uma amizade antiga e demorei muito antes de responder.","Quando a estação mudou, Notei uma folha nova na planta da varanda depois de semanas pensando que ela não resistiria.",,,
216,m4-musica-cozinha-c-5,"Numa tarde de inverno, Uma música antiga tocou enquanto eu lavava a louça e interrompeu meus movimentos por um instante.","Quando a estação mudou, A vizinha acenou da janela depois de meses em que apenas cruzávamos o corredor.",,,
217,m4-curso-desistencia-a-3,"Na semana passada, Fechei o material de um curso que eu já não queria terminar e senti alívio antes de culpa.","Pouco tempo depois, O material do curso explicava como medir culpa e alívio num exercício de vocabulário.",,,
218,m4-planta-varanda-a-4,"Na semana passada, Notei uma folha nova na planta da varanda depois de semanas pensando que ela não resistiria.","Pouco tempo depois, Não apareceu folha nova e eu nunca pensei que a planta estivesse em risco.",,,
219,m4-caixa-mudanca-b-5,"No começo do ano, Deixei uma caixa da mudança fechada porque ainda não sabia onde colocar aquelas coisas.","Meses depois, Abri um livro esquecido na estante e encontrei uma anotação que eu já não lembrava.",,,
220,m4-musica-cozinha-a-5,"Na semana passada, Uma música antiga tocou enquanto eu lavava a louça e interrompeu meus movimentos por um instante.","Pouco tempo depois, A vizinha acenou da janela depois de meses em que apenas cruzávamos o corredor.",,,
221,m4-musica-cozinha-b-4,"No começo do ano, Uma música antiga tocou enquanto eu lavava a louça e interrompeu meus movimentos por um instante.","Meses depois, Lavei tudo em silêncio e nenhuma música alterou o ritmo dos meus movimentos.",,,
222,m4-trabalho-recusa-a-1,"Na semana passada, Recusei uma tarefa extra no trabalho e saí da conversa com as mãos tremendo.","Pouco tempo depois, Dizer que eu não podia pareceu pequeno por fora e enorme enquanto eu voltava à mesa.",,,
223,m4-musica-cozinha-c-1,"Numa tarde de inverno, Uma música antiga tocou enquanto eu lavava a louça e interrompeu meus movimentos por um instante.","Quando a estação mudou, A melodia trouxe uma sala que já não existe para dentro daquela cozinha comum.",,,
224,m4-trabalho-recusa-a-3,"Na semana passada, Recusei uma tarefa extra no trabalho e saí da conversa com as mãos tremendo.","Pouco tempo depois, O sistema recusou uma tarefa porque a mesa de trabalho estava sem conexão.",,,
225,m4-fotografia-caixa-c-1,"Numa tarde de inverno, Uma fotografia caiu de uma caixa e mostrou um rosto meu que eu quase não reconheci.","Quando a estação mudou, Demorei para aceitar que aquela expressão também tinha sido uma forma de estar no mundo.",,,
226,m4-planta-varanda-b-3,"No começo do ano, Notei uma folha nova na planta da varanda depois de semanas pensando que ela não resistiria.","Meses depois, A loja recebeu uma planta de varanda com folhas impressas no catálogo da semana.",,,
227,m4-livro-esquecido-a-5,"Na semana passada, Abri um livro esquecido na estante e encontrei uma anotação que eu já não lembrava.","Pouco tempo depois, Encontrei uma chave antiga numa gaveta e não consegui lembrar qual porta ela abria.",,,
228,m4-fotografia-caixa-b-2,"No começo do ano, Uma fotografia caiu de uma caixa e mostrou um rosto meu que eu quase não reconheci.","Meses depois, Vi cair da caixa uma foto em que meu próprio rosto parecia quase desconhecido.",,,
229,m4-telefone-pai-b-4,"No começo do ano, Liguei para meu pai sem assunto específico e ficamos falando sobre coisas pequenas.","Meses depois, Não fiz ligação e passei o dia evitando qualquer conversa com meu pai.",,,
230,m4-cafe-manha-c-4,"Numa tarde de inverno, Fiz café cedo e fiquei alguns minutos acompanhando a claridade chegar à cozinha.","Quando a estação mudou, Acordei tarde, não fiz café e mantive a cozinha completamente escura.",,,
231,m4-casa-chuva-b-2,"No começo do ano, Voltei para casa debaixo de chuva e deixei o casaco secando perto da porta.","Meses depois, Cheguei em casa sob a chuva e pendurei o casaco molhado ao lado da porta.",,,
232,m4-cafe-manha-c-1,"Numa tarde de inverno, Fiz café cedo e fiquei alguns minutos acompanhando a claridade chegar à cozinha.","Quando a estação mudou, Antes das outras pessoas acordarem, a casa pareceu oferecer um intervalo só meu.",,,
233,m4-janela-vizinha-a-1,"Na semana passada, A vizinha acenou da janela depois de meses em que apenas cruzávamos o corredor.","Pouco tempo depois, Um gesto breve mudou a sensação de anonimato que o prédio tinha acumulado.",,,
234,m4-receita-avo-a-4,"Na semana passada, Tentei repetir uma receita da minha avó e percebi que as medidas nunca tinham sido escritas.","Pouco tempo depois, Segui medidas exatas de uma receita impressa que não tinha relação com minha família.",,,
235,m4-cachorro-parque-a-5,"Na semana passada, Um cachorro desconhecido sentou ao meu lado no parque e ficou ali até eu levantar.","Pouco tempo depois, Fiz café cedo e fiquei alguns minutos acompanhando a claridade chegar à cozinha.",,,
236,m4-caixa-mudanca-a-3,"Na semana passada, Deixei uma caixa da mudança fechada porque ainda não sabia onde colocar aquelas coisas.","Pouco tempo depois, A transportadora indicou onde colocar a etiqueta na caixa usada durante a mudança.",,,
237,m4-telefone-pai-c-5,"Numa tarde de inverno, Liguei para meu pai sem assunto específico e ficamos falando sobre coisas pequenas.","Quando a estação mudou, Recebi uma mensagem de uma amizade antiga e demorei muito antes de responder.",,,
238,m4-musica-cozinha-c-2,"Numa tarde de inverno, Uma música antiga tocou enquanto eu lavava a louça e interrompeu meus movimentos por um instante.","Quando a estação mudou, Parei por um momento ao ouvir uma canção antiga enquanto lavava a louça.",,,
239,m4-livro-esquecido-b-3,"No começo do ano, Abri um livro esquecido na estante e encontrei uma anotação que eu já não lembrava.","Meses depois, Organizei a estante por tamanho e anotei quantos livros ainda faltavam catalogar.",,,
240,m4-janela-vizinha-c-3,"Numa tarde de inverno, A vizinha acenou da janela depois de meses em que apenas cruzávamos o corredor.","Quando a estação mudou, O corredor recebeu uma janela nova conforme o pedido técnico da vizinha.",,,
241,m4-casa-chuva-b-4,"No começo do ano, Voltei para casa debaixo de chuva e deixei o casaco secando perto da porta.","Meses depois, Não choveu, não usei casaco e passei o dia inteiro longe de casa.",,,
242,m4-mudanca-cidade-c-3,"Numa tarde de inverno, Andei por uma rua desconhecida e percebi que a nova cidade começava a parecer minha.","Quando a estação mudou, A prefeitura mudou o nome de uma rua no mapa oficial da cidade.",,,
243,m4-telefone-pai-a-5,"Na semana passada, Liguei para meu pai sem assunto específico e ficamos falando sobre coisas pequenas.","Pouco tempo depois, Recebi uma mensagem de uma amizade antiga e demorei muito antes de responder.",,,
244,m4-consulta-espera-b-1,"No começo do ano, Esperei por uma consulta olhando o relógio e tentando não imaginar respostas antes da hora.","Meses depois, Cada pessoa chamada pelo nome fazia a sala parecer mais vazia e a espera mais alta.",,,
245,m4-trabalho-recusa-a-2,"Na semana passada, Recusei uma tarefa extra no trabalho e saí da conversa com as mãos tremendo.","Pouco tempo depois, Neguei um trabalho adicional e terminei a conversa ainda com as mãos trêmulas.",,,
246,m4-cafe-manha-a-3,"Na semana passada, Fiz café cedo e fiquei alguns minutos acompanhando a claridade chegar à cozinha.","Pouco tempo depois, Comparei a claridade de duas lâmpadas para fotografar uma xícara de café na cozinha.",,,
247,m4-chave-antiga-c-5,"Numa tarde de inverno, Encontrei uma chave antiga numa gaveta e não consegui lembrar qual porta ela abria.","Quando a estação mudou, Voltei para casa debaixo de chuva e deixei o casaco secando perto da porta.",,,
248,m4-musica-cozinha-a-3,"Na semana passada, Uma música antiga tocou enquanto eu lavava a louça e interrompeu meus movimentos por um instante.","Pouco tempo depois, Troquei a música do anúncio de detergente exibido na televisão da cozinha.",,,
249,m4-musica-cozinha-c-4,"Numa tarde de inverno, Uma música antiga tocou enquanto eu lavava a louça e interrompeu meus movimentos por um instante.","Quando a estação mudou, Lavei tudo em silêncio e nenhuma música alterou o ritmo dos meus movimentos.",,,
250,m4-receita-avo-a-3,"Na semana passada, Tentei repetir uma receita da minha avó e percebi que as medidas nunca tinham sido escritas.","Pouco tempo depois, Escrevi as medidas do armário onde guardo o caderno de receitas da minha avó.",,,
251,m4-janela-vizinha-c-4,"Numa tarde de inverno, A vizinha acenou da janela depois de meses em que apenas cruzávamos o corredor.","Quando a estação mudou, A vizinha não acenou e nunca havíamos nos cruzado no corredor.",,,
252,m4-fotografia-caixa-a-4,"Na semana passada, Uma fotografia caiu de uma caixa e mostrou um rosto meu que eu quase não reconheci.","Pouco tempo depois, Nenhuma fotografia apareceu e reconheci imediatamente todos os rostos que vi.",,,
253,m4-chave-antiga-b-1,"No começo do ano, Encontrei uma chave antiga numa gaveta e não consegui lembrar qual porta ela abria.","Meses depois, Guardei o objeto outra vez porque descartar aquela dúvida pareceu mais difícil que mantê-la.",,,
254,m4-curso-desistencia-a-5,"Na semana passada, Fechei o material de um curso que eu já não queria terminar e senti alívio antes de culpa.","Pouco tempo depois, Peguei o ônibus de volta sem pressa e observei as luzes passando pela janela.",,,
255,m4-amizade-distante-b-3,"No começo do ano, Recebi uma mensagem de uma amizade antiga e demorei muito antes de responder.","Meses depois, O aplicativo demorou para enviar uma mensagem sobre uma promoção de amizade virtual.",,,
256,m4-praia-inverno-a-1,"Na semana passada, Caminhei pela praia vazia no frio e ouvi meus passos com uma nitidez incomum.","Pouco tempo depois, Sem o movimento do verão, aquele lugar conhecido parecia ter guardado outra voz.",,,
257,m4-consulta-espera-c-1,"Numa tarde de inverno, Esperei por uma consulta olhando o relógio e tentando não imaginar respostas antes da hora.","Quando a estação mudou, Cada pessoa chamada pelo nome fazia a sala parecer mais vazia e a espera mais alta.",,,
258,m4-cachorro-parque-a-3,"Na semana passada, Um cachorro desconhecido sentou ao meu lado no parque e ficou ali até eu levantar.","Pouco tempo depois, O parque instalou uma placa ao lado do lugar reservado para cachorro desconhecido.",,,
259,m4-onibus-retorno-c-3,"Numa tarde de inverno, Peguei o ônibus de volta sem pressa e observei as luzes passando pela janela.","Quando a estação mudou, A empresa trocou as luzes internas e instalou janelas novas em todos os ônibus.",,,
260,m4-cafe-manha-a-5,"Na semana passada, Fiz café cedo e fiquei alguns minutos acompanhando a claridade chegar à cozinha.","Pouco tempo depois, Tentei repetir uma receita da minha avó e percebi que as medidas nunca tinham sido escritas.",,,
